"GroupId","OpenDate","WorkingTimes"
ZC,"20191211","[{""Begin"": ""21:00:00"", ""End"": ""23:00:00"", ""IsNight"": true, ""IsOpen"": true}, {""Begin"": ""09:00:00"", ""End"": ""10:15:00""}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:00"", ""IsClose"": true}]"
T,"20200203","[{""Begin"": ""09:15:00"", ""End"": ""11:30:00"", ""IsOpen"": true}, {""Begin"": ""13:00:00"", ""End"": ""15:15:00"", ""IsClose"": true}]"
TF,"20200203","[{""Begin"": ""09:15:00"", ""End"": ""11:30:00"", ""IsOpen"": true}, {""Begin"": ""13:00:00"", ""End"": ""15:15:00"", ""IsClose"": true}]"
IC,"20200203","[{""Begin"": ""09:30:00"", ""End"": ""11:30:00"", ""IsOpen"": true}, {""Begin"": ""13:00:00"", ""End"": ""15:00:00"", ""IsClose"": true}]"
IF,"20200203","[{""Begin"": ""09:30:00"", ""End"": ""11:30:00"", ""IsOpen"": true}, {""Begin"": ""13:00:00"", ""End"": ""15:00:00"", ""IsClose"": true}]"
IH,"20200203","[{""Begin"": ""09:30:00"", ""End"": ""11:30:00"", ""IsOpen"": true}, {""Begin"": ""13:00:00"", ""End"": ""15:00:00"", ""IsClose"": true}]"
al,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:00"", ""IsClose"": true}]"
cu,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:01"", ""IsClose"": true}]"
cu_o,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:02"", ""IsClose"": true}]"
ni,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:03"", ""IsClose"": true}]"
pb,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:04"", ""IsClose"": true}]"
sn,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:05"", ""IsClose"": true}]"
zn,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:06"", ""IsClose"": true}]"
ag,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:07"", ""IsClose"": true}]"
au,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:08"", ""IsClose"": true}]"
sc,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:09"", ""IsClose"": true}]"
a,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:00"", ""IsClose"": true}]"
b,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:01"", ""IsClose"": true}]"
bu,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:02"", ""IsClose"": true}]"
c,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:03"", ""IsClose"": true}]"
CF,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:04"", ""IsClose"": true}]"
CFC,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:05"", ""IsClose"": true}]"
CFP,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:06"", ""IsClose"": true}]"
c_o,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:07"", ""IsClose"": true}]"
cs,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:08"", ""IsClose"": true}]"
CY,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:09"", ""IsClose"": true}]"
eg,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:10"", ""IsClose"": true}]"
FG,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:11"", ""IsClose"": true}]"
fu,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:12"", ""IsClose"": true}]"
hc,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:13"", ""IsClose"": true}]"
i,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:14"", ""IsClose"": true}]"
j,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:15"", ""IsClose"": true}]"
jm,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:16"", ""IsClose"": true}]"
m,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:17"", ""IsClose"": true}]"
MA,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:18"", ""IsClose"": true}]"
m_o,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:19"", ""IsClose"": true}]"
OI,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:20"", ""IsClose"": true}]"
p,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:21"", ""IsClose"": true}]"
pp,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:22"", ""IsClose"": true}]"
rb,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:23"", ""IsClose"": true}]"
RM,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:24"", ""IsClose"": true}]"
ru,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:25"", ""IsClose"": true}]"
ru_o,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:26"", ""IsClose"": true}]"
SA,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:27"", ""IsClose"": true}]"
sp,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:28"", ""IsClose"": true}]"
SR,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:29"", ""IsClose"": true}]"
SRC,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:30"", ""IsClose"": true}]"
SRP,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:31"", ""IsClose"": true}]"
TA,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:32"", ""IsClose"": true}]"
v,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:33"", ""IsClose"": true}]"
y,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:34"", ""IsClose"": true}]"
ZC,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:35"", ""IsClose"": true}]"
ME,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:36"", ""IsClose"": true}]"
TC,"20200203","[{""Begin"": ""09:00:00"", ""End"": ""10:15:00"", ""IsOpen"": true}, {""Begin"": ""10:30:00"", ""End"": ""11:30:00""}, {""Begin"": ""13:30:00"", ""End"": ""15:00:37"", ""IsClose"": true}]"
